file,basename,variable,freq_class,status,note,time_name,time_units,time_calendar,n_time,monotonic_time,duplicated_time,n_gap_steps,n_missing_steps_est,first_gap_prev,first_gap_next,n_bounds_discontinuity,bounds_note,n_total_per_time,n_time_any_nan,n_time_all_nan,min_nan_count,max_nan_count,n_time_nan_changed,first_problem_times
/mnt/d/project/01_ENSO/01_data/01_raw/oras5/mlotst.195801-197812.nc,mlotst.195801-197812.nc,mlotst,monthly,PASS,,time_counter,seconds since 1958-01-16T00:00:00+00:00,gregorian,252,TRUE,0,0,0,,,0,,1472282,252,0,568142,568142,0,"0,1,2,3,4,5,6,7,8,9"
/mnt/d/project/01_ENSO/01_data/01_raw/oras5/ohc300.195801-197812.nc,ohc300.195801-197812.nc,ohc300,monthly,PASS,,time_counter,seconds since 1958-01-16T00:00:00+00:00,gregorian,252,TRUE,0,0,0,,,0,,1472282,252,0,568142,568142,0,"0,1,2,3,4,5,6,7,8,9"
/mnt/d/project/01_ENSO/01_data/01_raw/oras5/sos.195801-197812.nc,sos.195801-197812.nc,sos,monthly,PASS,,time_counter,seconds since 1958-01-16T00:00:00+00:00,gregorian,252,TRUE,0,0,0,,,0,,1472282,252,0,568142,568142,0,"0,1,2,3,4,5,6,7,8,9"
/mnt/d/project/01_ENSO/01_data/01_raw/oras5/tos.195801-197812.nc,tos.195801-197812.nc,tos,monthly,PASS,,time_counter,seconds since 1958-01-16T00:00:00+00:00,gregorian,252,TRUE,0,0,0,,,0,,1472282,252,0,568142,568142,0,"0,1,2,3,4,5,6,7,8,9"
/mnt/d/project/01_ENSO/01_data/01_raw/oras5/uos.195801-197812.nc,uos.195801-197812.nc,uos,monthly,PASS,,time_counter,seconds since 1958-01-16T00:00:00+00:00,gregorian,252,TRUE,0,0,0,,,0,,1472282,252,0,575387,575387,0,"0,1,2,3,4,5,6,7,8,9"
/mnt/d/project/01_ENSO/01_data/01_raw/oras5/vos.195801-197812.nc,vos.195801-197812.nc,vos,monthly,PASS,,time_counter,seconds since 1958-01-16T00:00:00+00:00,gregorian,252,TRUE,0,0,0,,,0,,1472282,252,0,574990,574990,0,"0,1,2,3,4,5,6,7,8,9"
