epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,0.0002,0.7513168255315685,0.6426057821892678,0.33901324534054406,0.798957347869873
2,0.0002,0.6290185655792468,0.6613525022217568,0.368876768600009,0.8098094463348389
3,0.0002,0.5710010204553086,0.6559660948337392,0.3926245890109829,0.8026535511016846
4,0.0002,0.5382225477514453,0.5968019185548133,0.41597016951311766,0.765946090221405
5,0.0002,0.5080509327238915,0.5979070089598919,0.42975420879255916,0.7647300362586975
6,0.0002,0.4737151391658762,0.5922711967153752,0.43719502311141717,0.7584547996520996
7,0.0002,0.43743012550725335,0.6353678313341546,0.4228470500735025,0.7836958765983582
8,0.0002,0.4016458555506522,0.6471277002958541,0.4128651744882013,0.7929048538208008
9,0.0002,0.36854911626290343,0.7365166313470678,0.4118243651678646,0.8427945971488953
10,0.0002,0.33811569714235895,0.7341921304134612,0.3765833740982281,0.8415053486824036
11,0.0001,0.2836053976526488,0.6990255009620747,0.3911391193500071,0.8182075023651123
12,0.0001,0.26250287449540904,0.704984833585455,0.39947445567871825,0.825998842716217
13,0.0001,0.24577632008560826,0.7367019196774097,0.41364984825439705,0.8415906429290771
14,0.0001,0.2309508235975615,0.8050258971275167,0.37149540601161773,0.8788334727287292
