epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,3e-05,0.7921588392190213,0.7009203870748651,0.3310126413426252,0.8322806358337402
2,3e-05,0.635477113161447,0.6963896910692083,0.33293307324374255,0.8226470947265625
3,3e-05,0.5568882229474356,0.8335978861512809,0.31514143312229276,0.8932049870491028
4,3e-05,0.4778537464872846,0.981453445451013,0.31886404547573816,0.9605472683906555
5,3e-05,0.406809747626759,1.2631188569397762,0.32982304398002077,1.0859400033950806
6,3e-05,0.3481221175137556,1.0116767461957603,0.28671856441619886,0.9742648005485535
7,1.5e-05,0.2881245049243828,1.095739647232253,0.28845817571504856,1.009886622428894
8,1.5e-05,0.2654880126973368,1.0881875743126046,0.28158187829407005,1.0118517875671387
9,1.5e-05,0.24665579199790955,1.067516562239877,0.2796652545959452,1.0005894899368286
10,1.5e-05,0.2314203422446296,1.114404001112642,0.27767639557963847,1.0216305255889893
