epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,0.0002,0.7467950096875106,0.7185896597010024,0.36712978248555833,0.8390188813209534
2,0.0002,0.6164008154915626,0.7203681110701663,0.4024668167110567,0.8377695083618164
3,0.0002,0.5679143626945914,0.6837622941808498,0.41415321925159426,0.8188097476959229
4,0.0002,0.537622357242278,0.6658902729445315,0.4258119704319996,0.8067916035652161
5,0.0002,0.5180136485821254,0.6122277813388947,0.4384325512086081,0.7737223505973816
6,0.0002,0.49098696422938926,0.6623074012867948,0.4296450547656548,0.8028857111930847
7,0.0002,0.4672921162753198,0.7375569860351846,0.4363330450006842,0.8447759747505188
8,0.0002,0.44410392634909995,0.6603232238520967,0.41531591983332,0.8032943606376648
9,0.0002,0.4209296113950829,0.6909328439134232,0.4312423339916505,0.8222933411598206
10,0.0001,0.37580130273504525,0.7976155620306096,0.41910431588025004,0.8749990463256836
11,0.0001,0.3566846719015705,0.712361493326248,0.42869528422115805,0.829399585723877
12,0.0001,0.3426283768549917,0.7221939763490189,0.43645441972280247,0.8345093727111816
13,0.0001,0.3316410426203962,0.748055913346879,0.4337530968910901,0.8538815975189209
