epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,5e-05,0.7461362921123235,0.7244277349833784,0.336200224145174,0.8441413044929504
2,5e-05,0.5968531687585813,0.722459063447755,0.33008176617212637,0.8350322842597961
3,5e-05,0.49016196100779297,0.9162190361269589,0.31944448032104245,0.9303297400474548
4,5e-05,0.38819050095834823,1.0805349781595428,0.3109865508871446,1.0016335248947144
5,5e-05,0.3109479528974812,1.1155306922978367,0.30011273624163576,1.024167537689209
6,5e-05,0.2581079905606666,1.089317635215562,0.27581352092083583,1.0107289552688599
7,2.5e-05,0.20247531070742966,1.012248819758152,0.30138323714267107,0.976569652557373
8,2.5e-05,0.18380413366095075,0.961698272104921,0.30302891928887565,0.9585000872612
9,2.5e-05,0.1711858461769122,0.9924881016385967,0.3077538486718416,0.9713056087493896
10,2.5e-05,0.16008813761455834,0.959954996561182,0.29364087635354663,0.9535689353942871
