epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,0.0002,0.7290034516385216,0.6575635291160421,0.37434528631600794,0.8033764362335205
2,0.0002,0.611319418946471,0.6319750607647794,0.37700407749824194,0.7898991703987122
3,0.0002,0.5726336924476375,0.6118891128200166,0.40379304395945365,0.7762117385864258
4,0.0002,0.5412042705911876,0.6560261290758214,0.3723492405119105,0.8032322525978088
5,0.0002,0.5158905396751106,0.6212530567290935,0.41345554958248226,0.7815526127815247
6,0.0002,0.4881270758048055,0.6765747688552166,0.38953291597851253,0.8168461918830872
7,0.0002,0.4637801870800668,0.6817678469926753,0.37716971197942756,0.8176142573356628
8,0.0001,0.4129462918787871,0.6985960545692038,0.39260155562526416,0.8271602988243103
9,0.0001,0.39262372307689486,0.7038059675313056,0.37728435554182305,0.8279519081115723
10,0.0001,0.3737969268687118,0.7389335121880186,0.387766422407034,0.8481502532958984
11,0.0001,0.35718567775412907,0.7862317137261654,0.36061169008191407,0.8747820854187012
