epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,3e-05,0.7707907258620403,0.7753145016472915,0.3321899132550435,0.8752067685127258
2,3e-05,0.6269451051795747,0.7520578246692131,0.32930472023883883,0.8544571995735168
3,3e-05,0.5357418609303987,0.836799627748029,0.32860485907363424,0.892918050289154
4,3e-05,0.44295480808681786,0.983833699390806,0.3051384647416025,0.9575386047363281
5,3e-05,0.36828574429232314,0.8910737330543583,0.31364366366035207,0.9175853729248047
6,3e-05,0.311041373923006,1.1382428161029159,0.30376876160389393,1.0246425867080688
7,1.5e-05,0.25061772573860597,1.1097581653759396,0.3215628753629838,1.0188825130462646
8,1.5e-05,0.22872272581776226,1.0136611158477848,0.31985954993607185,0.9768875241279602
9,1.5e-05,0.21363153979498692,0.9732474900525192,0.3169282313974762,0.9545436501502991
10,1.5e-05,0.2022386253330155,1.0384221965896672,0.31654853744724826,0.9847370982170105
