epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,0.0002,0.7402902659521703,0.6484821730471672,0.32361379955222935,0.8027027249336243
2,0.0002,0.6177332989693722,0.6423301554106652,0.3563570999842911,0.7940919995307922
3,0.0002,0.577728675974941,0.7800016564891693,0.3377271587302378,0.8707401156425476
4,0.0002,0.5493405000248079,0.7121385827343515,0.34983826673409096,0.834100067615509
5,0.0002,0.5267324667949221,0.7267415266721806,0.3473126314541693,0.8422724604606628
6,0.0002,0.5066100079687453,0.7135288222356045,0.34893075674573265,0.8355216979980469
7,0.0001,0.46666456441558624,0.7398027035784214,0.3415809981171165,0.8502561450004578
8,0.0001,0.4496213044365161,0.7270749293743296,0.3370518375812517,0.843737781047821
9,0.0001,0.433947505764744,0.6892188961835618,0.35560482543841454,0.8211007118225098
10,0.0001,0.4205039165477691,0.7107487152865593,0.344951131877208,0.8345687985420227
