epoch,lr,train_loss,train_mean_acc,train_mean_rmse,val_loss,val_mean_acc,val_mean_rmse
1,0.0001,0.4244483743939711,0.3824883997440338,1.019532561302185,0.24276334843877273,0.5095656514167786,0.7177478671073914
2,0.0001,0.32104008278774154,0.6184973120689392,0.8539395332336426,0.2154255625427044,0.5963940024375916,0.6780409812927246
3,0.0001,0.2838523116876428,0.6804563403129578,0.7907426357269287,0.1873472609003568,0.5396502614021301,0.6093910336494446
4,0.0001,0.26735233887128895,0.7052558064460754,0.7631844878196716,0.2078885325501042,0.5622915625572205,0.655873715877533
5,0.0001,0.2600342615330224,0.715493381023407,0.7519232630729675,0.2721872920264846,0.6018535494804382,0.7620854377746582
6,0.0001,0.2423684304508989,0.7392258644104004,0.7234776020050049,0.2243350445537523,0.570360004901886,0.6783580780029297
7,5e-05,0.22739018903041536,0.7637891173362732,0.6970921158790588,0.27900128131775265,0.587799608707428,0.7827509045600891
8,5e-05,0.21567806996098732,0.7780092358589172,0.6772962212562561,0.2447035105272372,0.42969146370887756,0.7142782211303711
9,5e-05,0.201356720440215,0.7970394492149353,0.6518381834030151,0.5211935219814151,0.3692913055419922,1.1226590871810913
10,5e-05,0.19408281612388503,0.8064778447151184,0.6387026906013489,0.27638826158738905,0.46742168068885803,0.7704419493675232
11,2.5e-05,0.1771120700295699,0.8283817172050476,0.6061257123947144,0.23829258724291752,0.5796668529510498,0.7091237902641296
