epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,0.0002,0.7596271679031616,0.6541498674357191,0.34561060631376145,0.805743396282196
2,0.0002,0.6144270829613969,0.7407252839271058,0.3447083806628482,0.8546457290649414
3,0.0002,0.5777394821677446,0.7230562104823741,0.36369804332867545,0.8471181988716125
4,0.0002,0.5497160573067738,0.6841257956433804,0.3776130979505239,0.8224412798881531
5,0.0002,0.5250019472100471,0.7025566145460657,0.37506516661818523,0.8317742347717285
6,0.0001,0.48526653920233637,0.6515109149065423,0.3907938768878612,0.7999725341796875
7,0.0001,0.4653708946872947,0.6646018649669404,0.3936234029389339,0.8079702258110046
8,0.0001,0.44694205647952645,0.6810010649422382,0.3714382809355537,0.8161976337432861
9,0.0001,0.42876045429137677,0.6744543900515171,0.3763773988029416,0.8148834705352783
10,0.0001,0.4121040315470313,0.6934255776887245,0.3882977575349475,0.8271620273590088
11,5e-05,0.3832123261664281,0.7047024860661081,0.3821647226508213,0.8291990160942078
12,5e-05,0.37255745264428813,0.7017285601889833,0.37708209965029854,0.8284837603569031
13,5e-05,0.36140187484194036,0.705941434553329,0.37075579591028024,0.8313870429992676
14,5e-05,0.3519843720239052,0.7223380821499419,0.3728302919118763,0.8409460186958313
