epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,0.0002,0.845340229102174,0.6751746833324432,0.3410155256005492,0.8189027905464172
2,0.0002,0.6191545548252843,0.664794034463294,0.37239367165841913,0.810319721698761
3,0.0002,0.5666657534829965,0.6635288139607044,0.36433092464595057,0.8117362856864929
4,0.0002,0.5386491290142117,0.6923612559095342,0.3496123678390047,0.82168048620224
5,0.0002,0.5064031365119455,0.697486531544239,0.37183390278029566,0.8241488337516785
6,0.0002,0.47442567171347116,0.7528521405889633,0.3638915221901533,0.8573411107063293
7,0.0002,0.43973124627177473,0.8020726489893933,0.36433778809662565,0.879383385181427
8,0.0001,0.38450296345346663,0.7526519260507949,0.3604697822918184,0.8523578643798828
9,0.0001,0.3608965747979613,0.7672575404669376,0.36682977140161777,0.8591763973236084
10,0.0001,0.3405466543942884,0.7466142640468922,0.3531593260693923,0.8506383895874023
11,0.0001,0.3217207751020692,0.7746799740385502,0.3711367086788034,0.8672242164611816
