epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,0.0001,0.6119039524144568,0.8615103313263427,0.3809731188869397,0.9111854434013367
2,0.0001,0.5112202357832109,0.9255007264461923,0.41185110632457395,0.9379446506500244
3,0.0001,0.41701939695569284,0.8394084858133438,0.38496935666413074,0.8959770798683167
4,0.0001,0.32466115707818444,1.0545240596253822,0.3905910780727968,1.0005141496658325
5,0.0001,0.25443938905272206,1.06476240716082,0.37814711285820374,1.0073130130767822
6,0.0001,0.20222647032031785,0.9642541776312158,0.3663555269337433,0.9626944065093994
7,0.0001,0.1659443185897039,0.8950238728776891,0.37515736795918714,0.9257795214653015
8,5e-05,0.12403332386125453,0.9308246554846459,0.36535647756197137,0.9467239379882812
9,5e-05,0.1103123403875533,0.9212840421402708,0.3666023049609984,0.9393019080162048
10,5e-05,0.10106733380746169,0.856964666000072,0.35649629100159164,0.910308837890625
11,5e-05,0.09343357775643177,0.9288873762843457,0.35771121929679817,0.9481342434883118
