epoch,lr,train_loss,train_mean_acc,train_mean_rmse,val_loss,val_mean_acc,val_mean_rmse
1,0.0001,0.4363850194940392,0.34852683544158936,1.0353515148162842,0.34082472889173415,0.1941566914319992,0.8660847544670105
2,0.0001,0.3425919514821338,0.5826267600059509,0.8886513710021973,0.3338391491070321,0.5323204398155212,0.8472654819488525
3,0.0001,0.2913359611807998,0.6692941188812256,0.8042829632759094,0.18385438662245526,0.5321791768074036,0.6044959425926208
4,0.0001,0.2756032617181879,0.6936293244361877,0.7784326672554016,0.2765688822016738,0.5700268149375916,0.7619320750236511
5,0.0001,0.2633440691956419,0.7110466957092285,0.7567389011383057,0.30762832807505736,0.5404447913169861,0.8106524348258972
6,0.0001,0.25343597358903375,0.7226218581199646,0.7423592209815979,0.20516868910756528,0.6307185888290405,0.6516006588935852
7,5e-05,0.2361835633491976,0.7526972889900208,0.7109337449073792,0.42081502752919353,0.6032281517982483,0.9684169292449951
8,5e-05,0.22982084534324246,0.7593676447868347,0.7008423209190369,0.2252390857116418,0.45126914978027344,0.679685652256012
9,5e-05,0.21742546401359217,0.7769017219543457,0.6786940693855286,0.5555182840966959,0.4559957683086395,1.1736767292022705
10,5e-05,0.2127139138059916,0.7839017510414124,0.6713533997535706,0.26180736384084147,0.5505263209342957,0.742539644241333
11,2.5e-05,0.19546421784225118,0.8063738942146301,0.6399527192115784,0.25542664514159275,0.622703492641449,0.7347674369812012
