epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,0.0001,0.6193551788361109,0.8893790324317649,0.38085109584385807,0.9252076745033264
2,0.0001,0.5222773722156785,0.8565680968000534,0.40167315928288333,0.9056396484375
3,0.0001,0.43638289832629246,0.9090159408589626,0.3639718824879707,0.9297255873680115
4,0.0001,0.3485788457822903,1.0989581929876449,0.3804903453039914,1.0190402269363403
5,0.0001,0.2796799513497218,1.0330145809244602,0.36400830067970774,0.9882510304450989
6,0.0001,0.22618978810930976,0.9456481543627191,0.36947508939783663,0.9514715075492859
7,5e-05,0.1693611721154666,0.9660569346965627,0.3700304731292871,0.9578902125358582
8,5e-05,0.14834292221353784,0.9473454739819182,0.3774093364382985,0.9507028460502625
9,5e-05,0.1356631923588134,0.9970464817386993,0.36387130585530764,0.9750461578369141
10,5e-05,0.12481055337927605,0.8817855100682441,0.36754217339995915,0.9200385212898254
