epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,3e-05,0.8073727618587767,0.7859399160172077,0.3616033878648454,0.8786469101905823
2,3e-05,0.5984273654261276,0.744833711614,0.3904202415110574,0.8494985699653625
3,3e-05,0.5302145426353508,0.7932239859662158,0.3819543687389276,0.8767962455749512
4,3e-05,0.47547794334154064,0.7658329025862065,0.38244149072159495,0.8607387542724609
5,3e-05,0.4190227498847854,1.025248831890999,0.3895158671202353,0.9704453349113464
6,3e-05,0.3692435886363404,0.8403819748695861,0.3899301748072559,0.8946269154548645
7,1.5e-05,0.3097600988348756,0.9668129777654688,0.3920975424513298,0.9513186812400818
8,1.5e-05,0.28444601347803294,1.0620173894344491,0.38461347080156366,0.9957111477851868
9,1.5e-05,0.2628125374946832,1.010696900017718,0.36991984293321734,0.9733311533927917
10,1.5e-05,0.24444099366664887,1.1142578191579657,0.38108013195907686,1.0194091796875
