epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,0.0002,0.7176393358929815,0.6333224564156634,0.3455821674782768,0.7919051051139832
2,0.0002,0.6020959102279969,0.6784669240104392,0.3757952821554173,0.8180335164070129
3,0.0002,0.5610496294860468,0.6528546841854744,0.40511636620964264,0.8036865592002869
4,0.0002,0.533478228460165,0.6262781230059076,0.3936084701004548,0.7843639254570007
5,0.0002,0.509683706794023,0.6514378839984853,0.40032502144522475,0.8026406764984131
6,0.0002,0.4861614975326749,0.6468572714861404,0.39678821696321404,0.7996205687522888
7,0.0002,0.46088929126552286,0.6709004133305652,0.3719987000851976,0.8124457001686096
8,0.0002,0.43736616091847164,0.6513579053447601,0.3689519514388245,0.8025171160697937
9,0.0001,0.3929259183285293,0.737526627614143,0.37797015613384205,0.8495156168937683
10,0.0001,0.3718754170773603,0.711963989316149,0.36768567156865745,0.8338529467582703
11,0.0001,0.3569531257718866,0.7321418482572475,0.3517660109817184,0.8450520634651184
12,0.0001,0.3404935468561996,0.754900152378894,0.36903859516467863,0.8597018122673035
