epoch,learning_rate,train_loss,val_loss,val_mean_corr,val_mean_rmse
1,0.0002,0.7402408509606135,0.691688191066397,0.3683772568470025,0.8304240107536316
2,0.0002,0.6036431662883779,0.812962681689161,0.3933537887826976,0.891457736492157
3,0.0002,0.5608259948758396,0.780881349076616,0.40820230671088237,0.8738586902618408
4,0.0002,0.5335773020465565,0.6790148105393065,0.429180667535262,0.813891589641571
5,0.0002,0.506912600748451,0.7021382289363983,0.4222525052326494,0.8297743201255798
6,0.0002,0.47598793648199506,0.7281174507546933,0.4207680218924245,0.8472511172294617
7,0.0002,0.4457584261506343,0.7008910540570604,0.42581961889149106,0.828331470489502
8,0.0002,0.4131383527708674,0.714447483737418,0.3896947175311925,0.834285318851471
9,0.0001,0.35691277920682624,0.7707491589987532,0.40661083976397583,0.8651318550109863
10,0.0001,0.33069567841330216,0.7123244575997616,0.40355970277205716,0.8357394337654114
11,0.0001,0.30859832161160716,0.8096540078837821,0.374432668401463,0.8867203593254089
12,0.0001,0.28653423837881026,0.8153101329473739,0.3997178400703742,0.890152633190155
