epoch,lr,train_loss,train_mean_acc,train_mean_rmse,val_loss,val_mean_acc,val_mean_rmse
1,0.0001,0.3939483255043312,0.46053287386894226,0.9767439961433411,0.30805974511593737,0.3851746618747711,0.8128401637077332
2,0.0001,0.28435971290031375,0.6816055178642273,0.7960184216499329,0.23353623610395224,0.5409319400787354,0.7115347981452942
3,0.0001,0.25609867835104294,0.7238664627075195,0.7478129863739014,0.2268759889306182,0.487169474363327,0.6848354339599609
4,0.0001,0.2447131135816317,0.7396156787872314,0.7289629578590393,0.2096584600642555,0.5570330619812012,0.6596071720123291
5,0.0001,0.2272764966977621,0.7633681297302246,0.699338972568512,0.2867647556134456,0.6172323226928711,0.7900336384773254
6,0.0001,0.21193763965800033,0.7833439707756042,0.6742011904716492,0.33727271198608716,0.5373849272727966,0.8472344279289246
7,0.0001,0.19646028356891593,0.80491042137146,0.6453489661216736,0.2552050433937132,0.5145654678344727,0.7398395538330078
8,5e-05,0.18243701083485503,0.8221990466117859,0.6204860210418701,0.27290695357507994,0.42743679881095886,0.746427059173584
9,5e-05,0.1647455381928795,0.8434504866600037,0.5860967040061951,0.614422966007124,0.41828012466430664,1.2494133710861206
10,5e-05,0.14872601213376216,0.8616518974304199,0.554704487323761,0.33166586688763117,0.4016343653202057,0.8430418968200684
11,5e-05,0.13534011535776866,0.8765869140625,0.5272276997566223,0.2657510962510974,0.536596953868866,0.7474979758262634
12,2.5e-05,0.12630856696368353,0.8859834671020508,0.5088896155357361,0.235227673087713,0.4472942054271698,0.7057932019233704
13,2.5e-05,0.1201820708107942,0.8916308283805847,0.4973693788051605,0.2941674404811365,0.5110622644424438,0.7897270321846008
14,2.5e-05,0.11034003275608857,0.9024273753166199,0.4735015630722046,0.27833212464275753,0.501912534236908,0.7543514370918274
